邮储银行,1000000,绿卡通,19,6,621096,1
邮储银行,1000000,绿卡通,19,6,621098,1
邮储银行,1000000,绿卡银联标准卡,19,6,622150,1
邮储银行,1000000,绿卡银联标准卡,19,6,622151,1
邮储银行,1000000,绿卡专用卡,19,6,622181,1
邮储银行,1000000,绿卡银联标准卡,19,6,622188,1
邮储银行,1000000,绿卡银联标准卡,19,6,622199,1
邮储银行,1000000,绿卡(银联卡),19,6,955100,1
邮储银行,1000000,绿卡VIP卡,19,6,621095,1
邮储银行,1000000,银联标准卡,19,6,620062,1
邮储银行,1000000,中职学生资助卡,19,6,621285,1
邮政储蓄银行,1000000,IC预付费卡,19,6,620529,3
邮政储蓄银行,1000000,IC绿卡通VIP卡,19,6,621798,1
邮政储蓄银行,1000000,IC绿卡通,19,6,621799,1
邮政储蓄银行,1000000,IC联名卡,19,6,621797,1
邮储银行河南分行,1004900,绿卡储蓄卡(银联卡),19,8,62215049,1
邮储银行河南分行,1004900,绿卡储蓄卡(银联卡),19,8,62215050,1
邮储银行河南分行,1004900,绿卡储蓄卡(银联卡),19,8,62215051,1
邮储银行河南分行,1004900,绿卡储蓄卡(银联卡),19,8,62218850,1
邮储银行河南分行,1004900,绿卡储蓄卡(银联卡),19,8,62218851,1
邮储银行河南分行,1004900,绿卡储蓄卡(银联卡),19,8,62218849,1
邮政储蓄银行,1009999,福农卡,19,6,621599,1
邮政储蓄银行,1009999,武警军人保障卡,19,6,621622,1
工商银行,1020000,牡丹运通卡金卡,15,6,370246,2
工商银行,1020000,牡丹运通卡金卡,15,6,370248,2
工商银行,1020000,牡丹运通卡金卡,15,6,370249,2
工商银行,1020000,牡丹VISA卡(单位卡),16,6,427010,2
工商银行,1020000,牡丹VISA信用卡,16,6,427018,2
工商银行,1020000,牡丹VISA卡(单位卡),16,6,427019,2
工商银行,1020000,牡丹VISA信用卡,16,6,427020,2
工商银行,1020000,牡丹VISA信用卡,16,6,427029,2
工商银行,1020000,牡丹VISA信用卡,16,6,427030,2
工商银行,1020000,牡丹VISA信用卡,16,6,427039,2
工商银行,1020000,牡丹运通卡普通卡,15,6,370247,2
工商银行,1020000,牡丹VISA信用卡,16,6,438125,2
工商银行,1020000,牡丹VISA白金卡,16,6,438126,2
工商银行,1020000,牡丹贷记卡(银联卡),16,6,451804,2
工商银行,1020000,牡丹贷记卡(银联卡),16,6,451810,2
工商银行,1020000,牡丹贷记卡(银联卡),16,6,451811,2
工商银行,1020000,牡丹信用卡(银联卡),16,5,45806,2
工商银行,1020000,牡丹贷记卡(银联卡),16,6,458071,2
工商银行,1020000,牡丹欧元卡,16,6,489734,2
工商银行,1020000,牡丹欧元卡,16,6,489735,2
工商银行,1020000,牡丹欧元卡,16,6,489736,2
工商银行,1020000,牡丹万事达国际借记卡,16,6,510529,2
工商银行,1020000,牡丹VISA信用卡,16,6,427062,2
工商银行,1020000,海航信用卡,16,6,524091,2
工商银行,1020000,牡丹VISA信用卡,16,6,427064,2
工商银行,1020000,牡丹万事达信用卡,16,6,530970,2
工商银行,1020000,牡丹信用卡(银联卡),16,5,53098,2
工商银行,1020000,牡丹万事达信用卡,16,6,530990,2
工商银行,1020000,牡丹万事达信用卡,16,6,558360,2
工商银行,1020000,牡丹灵通卡,18,6,620200,1
工商银行,1020000,牡丹灵通卡,18,6,620302,1
工商银行,1020000,牡丹灵通卡,18,6,620402,1
工商银行,1020000,牡丹灵通卡,18,6,620403,1
工商银行,1020000,牡丹灵通卡,18,6,620404,1
工商银行,1020000,牡丹万事达白金卡,16,6,524047,2
工商银行,1020000,牡丹灵通卡,18,6,620406,1
工商银行,1020000,牡丹灵通卡,18,6,620407,1
工商银行,1020000,海航信用卡个人普卡,16,6,525498,2
工商银行,1020000,牡丹灵通卡,18,6,620409,1
工商银行,1020000,牡丹灵通卡,18,6,620410,1
工商银行,1020000,牡丹灵通卡,18,6,620411,1
工商银行,1020000,牡丹灵通卡,18,6,620412,1
工商银行,1020000,牡丹灵通卡,18,6,620502,1
工商银行,1020000,牡丹灵通卡,18,6,620503,1
工商银行,1020000,牡丹灵通卡,18,6,620405,1
工商银行,1020000,牡丹灵通卡,18,6,620408,1
工商银行,1020000,牡丹灵通卡,18,6,620512,1
工商银行,1020000,牡丹灵通卡,18,6,620602,1
工商银行,1020000,牡丹灵通卡,18,6,620604,1
工商银行,1020000,牡丹灵通卡,18,6,620607,1
工商银行,1020000,牡丹灵通卡,18,6,620611,1
工商银行,1020000,牡丹灵通卡,18,6,620612,1
工商银行,1020000,牡丹灵通卡,18,6,620704,1
工商银行,1020000,牡丹灵通卡,18,6,620706,1
工商银行,1020000,牡丹灵通卡,18,6,620707,1
工商银行,1020000,牡丹灵通卡,18,6,620708,1
工商银行,1020000,牡丹灵通卡,18,6,620709,1
工商银行,1020000,牡丹灵通卡,18,6,620710,1
工商银行,1020000,牡丹灵通卡,18,6,620609,1
工商银行,1020000,牡丹灵通卡,18,6,620712,1
工商银行,1020000,牡丹灵通卡,18,6,620713,1
工商银行,1020000,牡丹灵通卡,18,6,620714,1
工商银行,1020000,牡丹灵通卡,18,6,620802,1
工商银行,1020000,牡丹灵通卡,18,6,620711,1
工商银行,1020000,牡丹灵通卡,18,6,620904,1
工商银行,1020000,牡丹灵通卡,18,6,620905,1
工商银行,1020000,牡丹灵通卡,18,6,621001,1
工商银行,1020000,牡丹灵通卡,18,6,620902,1
工商银行,1020000,牡丹灵通卡,18,6,621103,1
工商银行,1020000,牡丹灵通卡,18,6,621105,1
工商银行,1020000,牡丹灵通卡,18,6,621106,1
工商银行,1020000,牡丹灵通卡,18,6,621107,1
工商银行,1020000,牡丹灵通卡,18,6,621102,1
工商银行,1020000,牡丹灵通卡,18,6,621203,1
工商银行,1020000,牡丹灵通卡,18,6,621204,1
工商银行,1020000,牡丹灵通卡,18,6,621205,1
工商银行,1020000,牡丹灵通卡,18,6,621206,1
工商银行,1020000,牡丹灵通卡,18,6,621207,1
工商银行,1020000,牡丹灵通卡,18,6,621208,1
工商银行,1020000,牡丹灵通卡,18,6,621209,1
工商银行,1020000,牡丹灵通卡,18,6,621210,1
工商银行,1020000,牡丹灵通卡,18,6,621302,1
工商银行,1020000,牡丹灵通卡,18,6,621303,1
工商银行,1020000,牡丹灵通卡,18,6,621202,1
工商银行,1020000,牡丹灵通卡,18,6,621305,1
工商银行,1020000,牡丹灵通卡,18,6,621306,1
工商银行,1020000,牡丹灵通卡,18,6,621307,1
工商银行,1020000,牡丹灵通卡,18,6,621309,1
工商银行,1020000,牡丹灵通卡,18,6,621311,1
工商银行,1020000,牡丹灵通卡,18,6,621313,1
工商银行,1020000,牡丹灵通卡,18,6,621211,1
工商银行,1020000,牡丹灵通卡,18,6,621315,1
工商银行,1020000,牡丹灵通卡,18,6,621304,1
工商银行,1020000,牡丹灵通卡,18,6,621402,1
工商银行,1020000,牡丹灵通卡,18,6,621404,1
工商银行,1020000,牡丹灵通卡,18,6,621405,1
工商银行,1020000,牡丹灵通卡,18,6,621406,1
工商银行,1020000,牡丹灵通卡,18,6,621407,1
工商银行,1020000,牡丹灵通卡,18,6,621408,1
工商银行,1020000,牡丹灵通卡,18,6,621409,1
工商银行,1020000,牡丹灵通卡,18,6,621410,1
工商银行,1020000,牡丹灵通卡,18,6,621502,1
工商银行,1020000,牡丹灵通卡,18,6,621317,1
工商银行,1020000,牡丹灵通卡,18,6,621511,1
工商银行,1020000,牡丹灵通卡,18,6,621602,1
工商银行,1020000,牡丹灵通卡,18,6,621603,1
工商银行,1020000,牡丹灵通卡,18,6,621604,1
工商银行,1020000,牡丹灵通卡,18,6,621605,1
工商银行,1020000,牡丹灵通卡,18,6,621608,1
工商银行,1020000,牡丹灵通卡,18,6,621609,1
工商银行,1020000,牡丹灵通卡,18,6,621610,1
工商银行,1020000,牡丹灵通卡,18,6,621611,1
工商银行,1020000,牡丹灵通卡,18,6,621612,1
工商银行,1020000,牡丹灵通卡,18,6,621613,1
工商银行,1020000,牡丹灵通卡,18,6,621614,1
工商银行,1020000,牡丹灵通卡,18,6,621615,1
工商银行,1020000,牡丹灵通卡,18,6,621616,1
工商银行,1020000,牡丹灵通卡,18,6,621617,1
工商银行,1020000,牡丹灵通卡,18,6,621607,1
工商银行,1020000,牡丹灵通卡,18,6,621606,1
工商银行,1020000,牡丹灵通卡,18,6,621804,1
工商银行,1020000,牡丹灵通卡,18,6,621807,1
工商银行,1020000,牡丹灵通卡,18,6,621813,1
工商银行,1020000,牡丹灵通卡,18,6,621814,1
工商银行,1020000,牡丹灵通卡,18,6,621817,1
工商银行,1020000,牡丹灵通卡,18,6,621901,1
工商银行,1020000,牡丹灵通卡,18,6,621904,1
工商银行,1020000,牡丹灵通卡,18,6,621905,1
工商银行,1020000,牡丹灵通卡,18,6,621906,1
工商银行,1020000,牡丹灵通卡,18,6,621907,1
工商银行,1020000,牡丹灵通卡,18,6,621908,1
工商银行,1020000,牡丹灵通卡,18,6,621909,1
工商银行,1020000,牡丹灵通卡,18,6,621910,1
工商银行,1020000,牡丹灵通卡,18,6,621911,1
工商银行,1020000,牡丹灵通卡,18,6,621912,1
工商银行,1020000,牡丹灵通卡,18,6,621913,1
工商银行,1020000,牡丹灵通卡,18,6,621915,1
工商银行,1020000,牡丹灵通卡,18,6,622002,1
工商银行,1020000,牡丹灵通卡,18,6,621903,1
工商银行,1020000,牡丹灵通卡,18,6,622004,1
工商银行,1020000,牡丹灵通卡,18,6,622005,1
工商银行,1020000,牡丹灵通卡,18,6,622006,1
工商银行,1020000,牡丹灵通卡,18,6,622007,1
工商银行,1020000,牡丹灵通卡,18,6,622008,1
工商银行,1020000,牡丹灵通卡,18,6,622010,1
工商银行,1020000,牡丹灵通卡,18,6,622011,1
工商银行,1020000,牡丹灵通卡,18,6,622012,1
工商银行,1020000,牡丹灵通卡,18,6,621914,1
工商银行,1020000,牡丹灵通卡,18,6,622015,1
工商银行,1020000,牡丹灵通卡,18,6,622016,1
工商银行,1020000,牡丹灵通卡,18,6,622003,1
工商银行,1020000,牡丹灵通卡,18,6,622018,1
工商银行,1020000,牡丹灵通卡,18,6,622019,1
工商银行,1020000,牡丹灵通卡,18,6,622020,1
工商银行,1020000,牡丹灵通卡,18,6,622102,1
工商银行,1020000,牡丹灵通卡,18,6,622103,1
工商银行,1020000,牡丹灵通卡,18,6,622104,1
工商银行,1020000,牡丹灵通卡,18,6,622105,1
工商银行,1020000,牡丹灵通卡,18,6,622013,1
工商银行,1020000,牡丹灵通卡,18,6,622111,1
工商银行,1020000,牡丹灵通卡,18,6,622114,1
工商银行,1020000,灵通卡,19,6,622200,1
工商银行,1020000,牡丹灵通卡,18,6,622017,1
工商银行,1020000,E时代卡,19,6,622202,1
